c_id,y_id,i_id,measure
6,19,2,4.39371316306483
6,20,2,3.36598224195339
6,21,2,3.1870961786967
6,22,2,3.3450456781447597
6,24,2,2.25310380803339
6,25,2,2.5751957148743303
6,27,2,4.3741673906747796
6,32,2,4.28755641521599
6,33,2,4.0778742436201
6,41,2,1.94849387296783
6,42,2,2.3412038576654504
6,43,2,2.6824982773895103
6,44,2,2.6738740939815897
6,45,2,1.65789391721431
6,46,2,1.6371147281452498
6,47,2,2.26049500505107
6,48,2,2.04130000658342
6,50,2,1.77827615466212
6,53,2,2.61779522037439
6,54,2,5.0073706866691
6,56,2,6.38322968046322
6,57,2,4.26829683068509
6,58,2,2.54695464012207
6,40,1,1.69392456
6,41,1,2.37584221
6,42,1,1.87626667
6,43,1,2.11587856
6,44,1,2.10554645
6,45,1,1.87587189
6,46,1,1.78239931
6,47,1,2.24364157
6,48,1,2.55324653
6,49,1,2.2214418
6,50,1,1.98057464
6,51,1,1.85153641
6,52,1,2.47433199
6,53,1,2.48846715
6,54,1,2.50741981
